beneficio_real [€],beneficio_previsto [€],desviacion [€],desviacion [%],ingreso_spot_real [€],ingreso_disp_real [€],ingreso_act_real [€],coste_deg_real [€],penalizacion_soc [€],soc_final [MWh],soc_final_desv [MWh],precio_medio_dia [€/MWh],energia_no_cargada [MWh],energia_no_operada [MWh],energia_recortada [MWh],intervalos_soc_critico,pi_disp_real [€/MWh],pi_act_up_real [€/MWh],pi_act_down_real [€/MWh],factor_act_up,factor_act_down,n_pujas_perdidas,n_fallos_tecnicos,extremo,sim_id
46.9637,37.7885,9.1752,24.28,-16.1929,128.5957,-10.4672,14.0493,40.9225,0.6805,-0.3195,128.0911,0.5,0.4682,0.0592,2,9.7877,122.8946,49.6419,1.0243,1.0671,5,3,False,99
27.2537,37.7885,-10.5348,-27.88,-39.6723,130.8565,-21.6217,15.5472,26.7616,0.79,-0.21,127.4588,0.25,0.0,0.0,0,9.9598,119.3789,48.4241,1.0149,1.2244,3,1,False,100
13.3553,37.7885,-24.4332,-64.66,-49.1133,141.4711,-45.3614,15.4257,18.2154,0.8575,-0.1425,127.8718,0.25,0.0,0.0,0,10.7677,111.3316,51.2559,0.9949,0.8878,6,2,False,101
43.3374,37.7885,5.5489,14.68,-24.1641,128.3033,-3.6059,16.6484,40.5476,0.681,-0.319,127.1194,0.0,0.0,0.2434,7,9.7655,123.6979,51.2426,1.2422,1.199,6,3,False,102
34.0987,37.7885,-3.6898,-9.76,-47.2178,134.4951,-22.2195,13.1502,17.8089,1.1381,0.1381,128.98,0.25,0.25,0.0,0,10.2368,118.1644,52.1713,0.6893,1.19,6,1,False,103
32.4843,37.7885,-5.3042,-14.04,-51.2377,137.6283,-31.2226,14.5648,8.1189,1.0652,0.0652,124.4817,0.25,0.0,0.0,0,10.4752,110.8981,59.4998,0.8533,1.3599,5,1,False,104
-32.7799,37.7885,-70.5684,-186.75,-71.1397,128.7001,-25.6503,14.9545,49.7354,0.6165,-0.3835,129.6937,0.5,0.0,0.0887,2,9.7957,119.4232,56.4729,1.0093,1.2662,5,1,False,105
-23.518,37.7885,-61.3065,-162.24,-34.2612,126.9376,-80.1202,14.5651,21.5092,0.8329,-0.1671,128.7018,0.5,0.0,0.4321,8,9.6616,99.4278,59.7704,1.0778,0.9136,7,1,False,106
104.6395,37.7885,66.851,176.91,-37.7451,139.5325,25.8094,14.543,8.4143,1.0668,0.0668,125.9308,0.0,0.25,0.0,0,10.6202,134.6391,42.4092,0.8497,0.875,3,2,False,107
44.8142,37.7885,7.0257,18.59,-24.8204,125.5298,-40.3519,15.1745,0.3687,0.9971,-0.0029,126.872,0.0,0.5,0.0,0,9.5544,112.07,42.401,1.0359,1.0298,6,3,False,108
53.7519,37.7885,15.9634,42.24,-52.123,124.2587,16.583,15.4429,19.5239,0.848,-0.152,128.4163,0.25,0.0,0.0,0,9.4577,131.7474,57.4114,0.9978,0.8976,4,1,False,109
79.9576,37.7885,42.1691,111.59,-39.7652,134.0909,14.4533,12.7181,16.1034,1.1246,0.1246,129.235,0.7251,0.0,0.0,0,10.206,134.6743,50.5417,0.7196,1.0832,7,2,False,110
23.4177,37.7885,-14.3708,-38.03,-47.2814,126.3233,-7.9543,14.7346,32.9353,0.7387,-0.2613,126.0594,0.5,0.25,0.3654,6,9.6148,121.8189,55.5319,1.1439,1.057,5,2,False,111
-6.6424,37.7885,-44.4309,-117.58,-31.7697,124.4977,-35.7323,15.8474,47.7907,0.6233,-0.3767,126.8589,0.0,0.25,0.0,0,9.4758,115.8411,65.6024,1.0835,1.293,6,4,False,112
52.3972,37.7885,14.6087,38.66,-35.8297,133.0316,-2.1671,16.4387,26.1989,0.7975,-0.2025,129.3957,0.0,0.0,0.0,0,10.1254,125.4583,57.4143,1.0588,0.628,3,0,False,113
76.4723,37.7885,38.6838,102.37,-42.473,132.104,6.4084,15.4611,4.106,1.0317,0.0317,129.6227,0.0,0.0,0.0,0,10.0548,127.7189,59.5298,0.9287,0.8279,6,4,False,114
97.3996,37.7885,59.6111,157.75,-33.1687,127.1768,45.269,16.4284,25.4491,0.8033,-0.1967,129.349,0.0,0.0,0.0,0,9.6798,140.559,44.4092,1.0572,0.8445,7,2,False,115
3.7984,37.7885,-33.9901,-89.95,-51.0129,134.4266,-36.1537,15.5638,27.8978,0.7808,-0.2192,127.2796,0.25,0.0,0.0543,2,10.2316,114.7675,51.2938,1.0355,0.9152,7,1,False,116
47.3053,37.7885,9.5168,25.18,-11.3555,123.5104,-41.9461,14.5553,8.3482,1.0659,0.0659,126.6419,0.25,0.0,0.0,0,9.4007,109.5924,56.0204,0.8517,0.9054,5,3,False,117
56.9475,37.7885,19.159,50.7,-37.1213,136.4332,-26.4332,14.2873,1.6439,0.9872,-0.0128,128.5796,0.5,0.0,0.0,0,10.3843,117.2737,49.3133,0.9075,0.9806,8,2,False,118
52.1474,37.7885,14.3589,38.0,-46.5375,131.2427,-5.1019,14.6625,12.7934,1.1013,0.1013,126.2808,0.0,0.0,0.0,0,9.9892,122.0817,47.4159,0.7721,1.0269,1,1,False,119
29.3494,37.7885,-8.4392,-22.33,-57.2643,134.9667,-19.8809,13.5042,14.9679,1.1162,0.1162,128.7668,0.0,0.4751,0.0,0,10.2727,118.0958,50.9652,0.7385,1.1788,2,2,False,120
44.2014,37.7885,6.4129,16.97,-18.5706,132.9792,-4.2532,15.8638,50.0903,0.6142,-0.3858,129.8221,0.25,0.0,0.0152,1,10.1214,127.9581,51.9813,1.0721,1.1708,5,1,False,121
23.8752,37.7885,-13.9133,-36.82,-65.5624,135.4086,-22.5033,14.6071,8.8606,1.0698,0.0698,126.8987,0.0,0.2471,0.0,0,10.3063,115.8561,46.915,0.8429,1.142,5,1,False,122
-30.7365,37.7885,-68.525,-181.34,-58.7036,137.5718,-63.524,14.6994,31.3813,0.7582,-0.2418,129.7998,0.5,0.0,0.3756,7,10.4709,105.9179,51.5157,1.0814,1.1257,3,2,False,123
60.7799,37.7885,22.9914,60.84,-10.9219,130.5601,-40.729,15.571,2.5582,1.02,0.02,128.1669,0.0,0.0,0.0,0,9.9373,112.3206,50.405,0.9551,1.0483,5,2,False,124
-35.8286,37.7885,-73.6171,-194.81,-50.6979,124.4899,-35.1964,15.9842,58.4401,0.5473,-0.4527,129.0807,0.25,0.0,0.0,0,9.4752,115.4609,53.3735,1.1084,0.8639,3,2,False,125
24.0248,37.7885,-13.7637,-36.42,-51.072,134.5999,29.4755,15.2846,73.694,0.4331,-0.5669,130.0041,0.5,0.0,0.346,6,10.2447,136.6677,49.4485,1.1679,1.1338,6,1,False,126
37.9251,37.7885,0.1366,0.36,-61.7875,141.5615,-23.0316,16.0884,2.7289,0.9788,-0.0212,128.4875,0.0,0.0,0.0,0,10.7746,117.1101,46.5279,1.0331,1.2754,2,3,False,127
93.6479,37.7885,55.8594,147.82,-25.3363,138.1442,9.8819,14.3793,14.6626,1.1154,0.1154,127.095,0.0,0.0,0.0,0,10.5145,130.709,45.8244,0.7404,0.9745,7,1,False,128
42.7965,37.7885,5.008,13.25,-54.7974,140.1536,-24.9576,15.0744,2.5278,1.0197,0.0197,128.2756,0.25,-0.0,0.0,0,10.6675,116.124,51.8027,0.9557,1.0565,5,2,False,129
84.5763,37.7885,46.7878,123.81,-5.1052,139.4084,-2.6141,15.6188,31.4941,0.7503,-0.2497,126.1149,0.0,0.25,0.0,0,10.6107,126.2226,50.9277,1.059,1.0489,5,4,False,130
-30.6923,37.7885,-68.4808,-181.22,-59.2028,132.2697,-44.2338,15.7771,43.7484,0.6623,-0.3377,129.5559,0.0,0.25,0.5013,9,10.0674,115.8373,47.4569,1.2419,1.0713,6,3,False,131
48.3797,37.7885,10.5912,28.03,-28.7482,140.8075,-43.7385,15.0422,4.8989,1.0386,0.0386,126.9011,0.2471,0.0,0.0,0,10.7172,109.6283,46.2218,0.9131,0.9746,5,0,False,132
-12.2152,37.7885,-50.0037,-132.33,-18.7354,129.7448,-35.6997,16.1777,71.3472,0.4398,-0.5602,127.3559,0.25,0.0,1.0046,14,9.8752,117.3379,60.4515,1.4494,0.902,4,1,False,133
39.496,37.7885,1.7075,4.52,-39.2254,132.9801,-29.4952,15.1907,9.5729,0.925,-0.075,127.6569,0.25,0.0,0.0,0,10.1215,115.3318,46.2606,1.0135,1.2653,6,4,False,134
-48.7315,37.7885,-86.52,-228.96,-59.2014,123.3876,-46.888,14.9754,51.0543,0.6049,-0.3951,129.2187,0.25,0.25,0.1094,3,9.3914,110.4161,60.0951,1.0194,1.1643,3,2,False,135
46.0685,37.7885,8.28,21.91,-33.8006,132.8212,-24.5634,15.3586,13.03,0.8948,-0.1052,123.88,0.0,0.25,0.0014,1,10.1094,113.584,59.1796,0.9844,0.9972,4,2,False,136
2.6742,37.7885,-35.1143,-92.92,-63.0895,134.2643,41.9442,15.5938,94.8509,0.2613,-0.7387,128.4105,0.25,0.25,0.0533,2,10.2192,138.2732,60.5757,1.1219,0.9551,2,2,False,137
-8.9408,37.7885,-46.7293,-123.66,-74.2777,128.1396,-37.3703,16.2031,9.2292,0.9284,-0.0716,128.9021,0.0,0.0,0.0,0,9.753,114.3042,46.2436,1.0208,0.9293,4,2,False,138
-90.9793,37.7885,-128.7678,-340.76,-32.8083,130.4322,-107.9117,13.4176,67.2739,0.4707,-0.5293,127.0973,0.2471,0.75,0.7507,12,9.9275,85.4998,50.2676,1.1354,0.9899,5,3,False,139
15.6761,37.7885,-22.1124,-58.52,-35.4981,131.0491,-39.1148,15.5137,25.2465,0.8087,-0.1913,131.9505,0.25,0.0,0.0491,1,9.9745,116.6484,50.158,1.0615,0.9461,9,4,False,140
68.3606,37.7885,30.5721,80.9,-22.9714,131.9421,-18.2818,14.639,7.6893,1.0598,0.0598,128.5875,0.25,0.0,0.0,0,10.0425,120.3917,46.7251,0.8655,0.8442,6,2,False,141
47.568,37.7885,9.7795,25.88,-26.1593,128.8294,-38.1068,15.8339,1.1614,1.009,0.009,129.5624,0.0,0.0,0.0,0,9.8055,114.5716,42.3694,0.9798,0.7152,5,1,False,142
9.0605,37.7885,-28.728,-76.02,-39.6541,136.4794,-53.4073,15.4364,18.921,0.8516,-0.1484,127.4731,0.25,0.0,0.0,0,10.3878,109.3723,58.1575,0.9909,0.8747,5,1,False,143
77.8142,37.7885,40.0257,105.92,-22.577,133.2471,-13.4049,15.1184,4.3325,1.0342,0.0342,126.8085,0.0,0.2471,0.0,0,10.1418,120.8978,50.0788,0.9973,0.8732,5,5,False,144
50.804,37.7885,13.0155,34.44,-29.4046,122.3908,-25.0548,16.0389,1.0884,0.9913,-0.0087,125.0694,0.0,0.0,0.0,0,9.3155,114.3947,53.5564,1.0136,1.0281,2,1,False,145
29.0922,37.7885,-8.6963,-23.01,-52.9377,137.4994,-25.7397,16.2677,13.462,0.8925,-0.1075,125.2717,0.0,0.0,0.0,0,10.4654,112.6647,52.4778,1.0312,1.016,5,1,False,146
-35.5309,37.7885,-73.3194,-194.03,-24.6475,121.0162,-58.6404,15.1005,58.1587,0.5413,-0.4587,126.7955,0.2471,0.25,0.2856,5,9.2109,106.2205,62.8315,1.1389,0.9058,5,3,False,147
-14.0717,37.7885,-51.8602,-137.24,-69.3342,125.6056,-45.8272,14.6033,9.9126,1.0776,0.0776,127.6758,0.0,0.0,0.0,0,9.5602,106.3307,45.7441,0.8253,0.9957,4,4,False,148
-2.5529,37.7885,-40.3414,-106.76,-58.5125,138.0467,-59.5081,15.2714,7.3076,0.9433,-0.0567,128.7768,0.25,0.0,0.0215,1,10.5071,105.2383,51.5208,0.9766,0.9608,4,1,False,149
6.1398,37.7885,-31.6487,-83.75,-64.8176,125.1902,-30.0855,14.9581,9.1892,1.073,0.073,125.832,0.0,0.0,0.0,0,9.5286,110.1789,50.5586,0.8357,1.0701,3,1,False,150
-26.3279,37.7885,-64.1164,-169.67,-50.3914,137.3859,-65.6051,14.72,32.9973,0.7468,-0.2532,130.3429,0.5,0.0,0.0,0,10.4568,105.7555,51.5102,0.9428,1.0848,5,2,False,151
-32.227,37.7885,-70.0155,-185.28,-44.5174,131.9524,-103.1029,14.7743,1.7849,1.0138,0.0138,129.0772,0.0,0.25,0.0,0,10.0432,90.3035,54.2682,0.8877,1.2148,3,2,False,152
28.7877,37.7885,-9.0008,-23.82,-29.9344,126.1842,0.7245,15.0112,53.1753,0.5851,-0.4149,128.1514,0.5,0.0,0.0,0,9.6042,125.9332,41.5242,0.9898,0.8044,4,0,False,153
-3.6974,37.7885,-41.4859,-109.78,-49.642,130.2243,-66.8876,15.1277,2.2644,1.0179,0.0179,126.6341,0.25,0.0,0.0,0,9.9117,101.3427,60.9955,0.9598,1.1617,6,2,False,154
44.5263,37.7885,6.7378,17.83,-78.0425,129.248,15.7488,14.1298,8.2982,1.0641,0.0641,129.4262,0.0,0.4751,0.0,0,9.8374,132.1384,50.9786,0.8557,1.1589,2,3,False,155
60.0877,37.7885,22.2992,59.01,-8.2098,121.7855,-31.326,15.9894,6.1726,1.0471,0.0471,130.9896,0.0,0.25,0.1673,5,9.2694,120.9283,55.9357,1.2112,1.1068,1,6,False,156
119.5379,37.7885,81.7494,216.33,-51.2666,133.0667,56.7317,15.3324,3.6616,1.0296,0.0296,123.8934,0.0,0.0,0.0,0,10.1281,142.4362,49.0047,0.9335,1.126,2,4,False,157
48.4202,37.7885,10.6317,28.13,-38.992,136.0765,-27.5373,16.0755,5.0514,0.9611,-0.0389,129.7523,0.0,0.0,0.0,0,10.3571,117.8676,54.4276,1.0607,1.064,6,3,False,158
48.9187,37.7885,11.1302,29.45,-44.7061,127.0068,8.2939,14.6497,27.0263,0.7859,-0.2141,126.2224,0.5,0.25,0.2224,4,9.6668,125.3477,48.6108,1.1031,0.835,7,2,False,159
84.7501,37.7885,46.9616,124.27,-36.1285,140.277,2.6352,14.9819,7.0517,1.0562,0.0562,125.4129,0.0,0.0,0.0,0,10.6768,124.3361,57.259,0.8735,1.143,3,4,False,160
-1.3457,37.7885,-39.1342,-103.56,-38.1743,132.2454,-75.4905,15.6069,4.3194,1.0335,0.0335,128.7956,0.0,0.0,0.0,0,10.0655,100.1076,58.0168,0.9245,1.1587,8,1,False,161
-44.8602,37.7885,-82.6487,-218.71,-48.1125,147.086,-93.9739,14.7588,35.1011,0.7252,-0.2748,127.7533,0.5,0.0,0.0083,1,11.1951,92.9694,49.3171,0.9702,1.2712,11,1,False,162
-119.4325,37.7885,-157.221,-416.06,-60.4218,121.772,-57.9808,13.9983,108.8036,0.1422,-0.8578,126.8376,1.0,0.0,0.8182,16,9.2684,107.4343,42.3726,1.2519,1.0435,8,0,False,163
-18.1168,37.7885,-55.9053,-147.94,-47.5396,127.2831,-79.7478,15.7336,2.3788,1.0184,0.0184,129.249,0.0,0.0,0.0,0,9.6878,98.2171,45.8805,0.9586,1.0549,4,2,False,164
57.147,37.7885,19.3585,51.23,-44.4764,126.9593,-4.985,15.4164,4.9345,1.0395,0.0395,124.9073,0.0,0.0,0.0,0,9.6632,123.6649,40.6099,0.9111,0.9637,5,1,False,165
-68.4335,37.7885,-106.222,-281.1,-75.4504,125.0374,-26.127,12.9227,78.9707,1.6261,0.6261,126.126,0.25,0.75,0.0,0,9.5169,114.5826,48.1922,0.8412,0.8707,6,6,False,166
15.6419,37.7885,-22.1466,-58.61,-45.24,134.3596,-54.4547,14.3231,4.6999,0.9627,-0.0373,125.8778,0.5,0.0,0.0,0,10.2265,103.4284,47.1183,0.8787,1.0637,8,1,False,167
13.5275,37.7885,-24.261,-64.2,-53.2569,140.082,-47.871,15.3109,10.1157,0.9213,-0.0787,128.58,0.0,0.25,0.0,0,10.662,109.4159,47.3876,0.9575,1.0296,6,1,False,168
75.7449,37.7885,37.9564,100.44,-18.3723,131.7809,-12.2975,12.6238,12.7424,1.1019,0.1019,125.0989,0.75,0.0,0.0,0,10.0302,118.9108,52.4357,0.6984,0.9708,6,1,False,169
-20.5736,37.7885,-58.3621,-154.44,-51.2451,122.1751,-40.1498,16.5597,34.794,0.7303,-0.2697,129.0051,0.0,0.0,0.0189,1,9.2991,115.3119,45.6853,1.1055,1.5222,4,1,False,170
-82.8876,37.7885,-120.6761,-319.35,-33.4166,125.2142,-111.3038,14.9521,48.4292,0.6179,-0.3821,126.7325,0.25,0.25,0.0863,2,9.5304,90.421,47.7352,1.0082,1.1428,4,2,False,171
-28.5349,37.7885,-66.3234,-175.51,-36.9759,128.2418,-60.0686,15.7919,43.9404,0.6541,-0.3459,127.0342,0.25,0.0,0.3539,8,9.7608,108.1584,61.7659,1.1717,1.3468,2,3,False,172
-41.4604,37.7885,-79.2489,-209.72,-55.5994,135.2675,-39.1798,15.1985,66.7502,0.481,-0.519,128.6136,0.25,0.25,0.0,0,10.2956,114.2477,46.7705,1.0201,0.9744,4,2,False,173
17.4766,37.7885,-20.3119,-53.75,-49.5961,128.2533,-36.6428,14.9345,9.6033,1.0748,0.0748,128.4662,0.0,0.0,0.0,0,9.7617,110.2928,49.9151,0.8318,1.0155,3,1,False,174
4.6086,37.7885,-33.1799,-87.8,-72.3673,128.148,-13.0442,15.5012,22.6267,0.8215,-0.1785,126.7536,0.2471,0.0,0.0615,2,9.7537,119.4758,56.8851,1.0266,1.3853,7,1,False,175
-63.8146,37.7885,-101.6031,-268.87,-73.9256,135.1022,-65.9982,16.6689,42.324,0.6696,-0.3304,128.1128,0.0,0.0,0.1237,3,10.283,105.0007,47.8473,1.158,1.2306,2,1,False,176
-16.217,37.7885,-54.0055,-142.92,-50.5552,126.502,-7.077,13.5655,71.5213,0.4465,-0.5535,129.2211,0.75,0.2182,0.8627,16,9.6284,122.4583,48.7658,1.1862,1.1506,9,2,False,177
-46.7601,37.7885,-84.5486,-223.74,-71.8184,131.5841,-48.1603,16.6588,41.7067,0.6752,-0.3248,128.4247,0.0,0.0,0.1819,4,10.0152,109.5437,53.8086,1.1531,0.798,5,0,False,178
-30.1301,37.7885,-67.9186,-179.73,-29.6171,126.4492,-16.702,14.6982,95.562,0.262,-0.738,129.4927,0.5,0.2471,0.3166,6,9.6244,119.3809,52.4242,1.1213,1.0287,4,3,False,179
47.0097,37.7885,9.2212,24.4,-29.4166,130.5804,-20.614,16.3169,17.2232,0.8652,-0.1348,127.7778,0.0,0.0,0.0,0,9.9388,120.9128,47.4895,1.0392,0.8535,4,0,False,180
12.0656,37.7885,-25.7229,-68.07,-67.0356,139.4224,-39.5768,15.1433,5.6011,1.0441,0.0441,126.8781,0.0,0.0,0.0,0,10.6118,105.7047,49.6354,0.9007,1.1084,3,4,False,181
17.2792,37.7885,-20.5093,-54.27,-50.37,132.3239,-32.8619,15.3995,16.4133,0.8721,-0.1279,128.3135,0.25,0.0,0.0,0,10.0715,113.1852,49.6706,1.0499,1.2259,4,4,False,182
-6.3721,37.7885,-44.1606,-116.86,-75.6796,126.0439,-38.7995,16.0918,1.8451,0.9857,-0.0143,129.2534,0.0,-0.0,0.0,0,9.5935,112.5589,41.6991,1.0223,0.9102,5,2,False,183
3.9866,37.7885,-33.8019,-89.45,-26.6931,132.4786,-56.7246,15.5789,29.4954,0.7724,-0.2276,129.612,0.25,0.0,0.0,0,10.0833,110.1292,41.5387,1.0007,1.032,8,0,False,184
-21.3384,37.7885,-59.1269,-156.47,-57.2711,141.8281,-62.5437,15.5518,27.8,0.7875,-0.2125,130.8285,0.25,0.0,0.1848,4,10.7949,106.0259,50.5916,1.056,0.9767,5,0,False,185
46.1117,37.7885,8.3232,22.03,-44.9488,143.1135,-34.3724,16.0762,1.6044,0.9874,-0.0126,127.0037,0.0,0.0,0.0,0,10.8927,110.8032,48.9361,1.0197,1.0141,4,2,False,186
26.9292,37.7885,-10.8593,-28.74,-61.4621,127.376,-15.084,16.1832,7.7176,0.9395,-0.0605,127.5242,0.0,0.0,0.0,0,9.6949,120.7457,47.7607,1.0957,0.9926,6,4,False,187
61.8245,37.7885,24.036,63.61,-41.9905,136.1074,15.4276,15.6327,32.0873,0.7484,-0.2516,127.5402,0.2471,0.0,0.1235,3,10.3595,130.1532,43.5305,1.0898,1.2397,5,2,False,188
41.5375,37.7885,3.749,9.92,-68.1385,144.369,-10.1836,14.6105,9.899,1.0771,0.0771,128.4263,0.0,0.0,0.0,0,10.9883,123.1873,49.0939,0.8266,1.0953,2,4,False,189
-83.1496,37.7885,-120.9381,-320.04,-49.4612,131.0287,-56.8578,14.7088,93.1505,0.2562,-0.7438,125.2288,0.4971,0.25,1.0791,16,9.9729,106.6399,43.0537,1.3958,0.8891,4,3,False,190
-26.5914,37.7885,-64.3799,-170.37,-18.8261,139.2455,-31.9203,15.6806,99.4099,0.2132,-0.7868,126.3409,0.25,0.25,0.4505,10,10.5983,116.1146,46.822,1.2675,1.0622,6,4,False,191
-10.8853,37.7885,-48.6738,-128.81,-57.062,120.4965,-23.3532,16.5545,34.4121,0.7332,-0.2668,128.9774,0.0,0.0,0.0789,2,9.1713,118.5027,55.2919,1.103,0.9226,4,1,False,192
36.2929,37.7885,-1.4956,-3.96,-31.8865,133.6429,-45.159,14.3452,5.9594,0.9551,-0.0449,132.5868,0.5,0.0,0.0,0,10.1719,113.7902,49.685,0.8823,1.3915,6,0,False,193
25.4108,37.7885,-12.3777,-32.76,-55.3796,133.4252,-30.0973,14.6018,7.9357,1.0625,0.0625,126.9405,0.25,0.0,0.0,0,10.1553,113.1376,54.453,0.8593,0.8904,3,1,False,194
10.1001,37.7885,-27.6884,-73.27,-42.8785,128.3386,-45.9113,14.6602,14.7885,1.1155,0.1155,128.0368,0.2471,0.0,0.0,0,9.7682,106.3362,45.7383,0.868,1.279,3,1,False,195
-23.9109,37.7885,-61.6994,-163.28,-32.6489,131.1233,-31.4313,16.2373,74.7167,0.4067,-0.5933,125.9263,0.0,0.25,0.1551,5,9.9801,114.8159,49.2596,1.2008,0.9139,4,3,False,196
-3.7118,37.7885,-41.5003,-109.82,-80.7135,126.9641,-30.9068,14.9067,4.1488,1.0322,0.0322,128.7727,0.0,0.25,0.0,0,9.6636,111.7709,59.0597,0.9275,0.955,2,3,False,197
-71.4737,37.7885,-109.2622,-289.14,-40.0717,124.9517,-84.8533,15.9341,55.5663,0.5751,-0.4249,130.7758,0.25,0.0,0.0,0,9.5104,103.4325,55.326,1.0994,0.9292,5,3,False,198
1.1457,37.7885,-36.6428,-96.97,-1.9692,129.4773,-41.225,16.1396,68.9977,0.4609,-0.5391,127.9898,0.25,0.0,0.163,3,9.8549,113.799,48.4266,1.1439,0.9738,5,1,False,199
-68.9577,37.7885,-106.7462,-282.48,-37.6419,130.4961,-88.3909,16.0857,57.3352,0.541,-0.459,124.9009,0.2251,0.0,0.0605,2,9.9324,96.0815,52.0359,1.0941,1.151,5,1,False,200
